form	volume	scan	headword_ocr	printed
CINCIN	bsb11762465	535	Geflochten haar .	κίνκιν-
CINCINNOIS	bsb11762465	535	Geflochten .	κινκίννοις
CINCL	bsb11762465	511	Gar arm .	κίγκλ
CINCLIDES	bsb11762465	451	Fenster laden .	κιγκλίδες
CINDAIAS	bsb10314207	153	ke fich begeben .	κινδαίας
CINDAIES	bsb10314207	153	ke fich begeben .	κινδαίες
CINDEODUEIN	bsb11762465	353	ftehen .	κινδεωδύειν
CINDEODYEIN	bsb11762465	353	ftehen .	κινδεωδύειν
CINDEOON	bsb10314207	153	ke fich begeben .	κίνδεωον
CINDEOSION	bsb10314207	60	Verklagter .	κινδεωσίων
CINDICIAS	bsb10314207	153	ke fich begeben .	κινδικίας
CINDICIES	bsb10314207	153	ke fich begeben .	κινδικίες
CINDIKIAS	bsb10314207	153	ke fich begeben .	κινδικίας
CINDIKIES	bsb10314207	153	ke fich begeben .	κινδικίες
CINDIOSUEIN	bsb10314207	153	ke fich begeben .	κινδιωσύειν
CINDIOSYEIN	bsb10314207	153	ke fich begeben .	κινδιωσύειν
CINDIUAS	bsb10314207	153	ke fich begeben .	κινδιύας
CINDIYAS	bsb10314207	153	ke fich begeben .	κινδιύας
CINDOIES	bsb11762465	1096	ligkeit wagen	κινδωίες
CINDONES	bsb11762465	532	Ge	κινδόνες
CINDONOUN	bsb11762465	890	Item :	κινδωνούν
CINDONUN	bsb11762465	890	Item :	κινδωνούν
CINDU	bsb11762465	428	Es	κίνδυ-
CINDUNA	bsb11762465	405	Er	κινδύνα
CINDUNES	bsb11762465	335	Du	κινδύνες
CINDUNEUEIN	bsb11762465	118	Schiff kriegen .	κινδυνεύειν
CINDUNEYEIN	bsb11762465	118	Schiff kriegen .	κινδυνεύειν
CINDUNO	bsb10314207	157	Wanderung .	κίνδυνο
CINDUNODES	bsb11762465	746	In	κινδυνώδες
CINDUNOI	bsb11762465	533	Ge	κίνδυνοι
CINDUNOIS	bsb11762465	375	aufstehen .	κινδύνοις
CINDUNON	bsb10314207	76	ren .	κίνδυνον
CINDUNOS	bsb11762465	428	Es	κίνδυνός
CINDUNOUEIN	bsb11762465	588	S	κινδυνούειν
CINDUNUEIN	bsb11762465	588	S	κινδυνούειν
CINDUOES	bsb11762465	1097	Si	κινδυώες
CINDY	bsb11762465	428	Es	κίνδυ-
CINDYNA	bsb11762465	405	Er	κινδύνα
CINDYNES	bsb11762465	335	Du	κινδύνες
CINDYNEUEIN	bsb11762465	118	Schiff kriegen .	κινδυνεύειν
CINDYNEYEIN	bsb11762465	118	Schiff kriegen .	κινδυνεύειν
CINDYNO	bsb10314207	157	Wanderung .	κίνδυνο
CINDYNODES	bsb11762465	746	In	κινδυνώδες
CINDYNOI	bsb11762465	533	Ge	κίνδυνοι
CINDYNOIS	bsb11762465	375	aufstehen .	κινδύνοις
CINDYNON	bsb10314207	76	ren .	κίνδυνον
CINDYNOS	bsb11762465	428	Es	κίνδυνός
CINDYNOUEIN	bsb11762465	588	S	κινδυνούειν
CINDYNUEIN	bsb11762465	588	S	κινδυνούειν
CINDYOES	bsb11762465	1097	Si	κινδυώες
CINEFN	bsb11762465	813	Kü	κινέφν
CINEI	bsb11762465	208	Electo erigi non potuit .	κινεῖ-
CINEIN	bsb11762465	65	Abschaffen	κινεῖν
CINEION	bsb11762465	721	Hurenhaus .	κινεῖον
CINEMATA	bsb11762465	585	மு	κινήματα
CINEPHN	bsb11762465	813	Kü	κινέφν
CINESIS	bsb11762465	217	Be	κίνησις
CINESON	bsb11762465	1095	men machen .	κινήσον
CINESTE	bsb11762465	365	Eingedenck seyn .	κινῆστη
CINETERION	bsb11762465	103	Anreikung .	κινητήριον
CINETES	bsb11762465	216	Beweger .	κινητής
CINETHEIS	bsb11762465	217	Bewegt .	κινηθείς
CINETOS	bsb11762465	217	Beweglich .	κινητός
CINIS	bsb10314207	53	haben .	κινῖς
CINKIN	bsb11762465	535	Geflochten haar .	κίνκιν-
CINKINNOIS	bsb11762465	535	Geflochten .	κινκίννοις
CINKL	bsb11762465	511	Gar arm .	κίγκλ
CINKLIDES	bsb11762465	451	Fenster laden .	κιγκλίδες
CINNABARI	bsb11762465	281	Cinnober .	κιννάβαρι
CINOIEIN	bsb10314207	63	Vermercken .	κινοίειν
CINON	bsb10314207	116	seyn .	κινῶν
CINOPION	bsb10314207	193	Wilde thier .	κινώπιον
CINOPITON	bsb10314207	140	Vogel .	κινώπιτον
CIOFOROS	bsb11762465	924	Nichtiger Mensch .	κιοφόρος
CION	bsb11762465	850	lohn .	κιον
CIOPHOROS	bsb11762465	924	Nichtiger Mensch .	κιοφόρος
CIOPLATES	bsb11762465	741	Jeger / Weidman .	κιωπλάτης
CIOSERIS	bsb11762465	150	Ba	κιοσηρίς
CIOSERODES	bsb11762465	150	Ba	κιοσηρώδης
CIOSILEUEIN	bsb11762465	550	Ge	κιοσιλεύειν
CIOSILEYEIN	bsb11762465	550	Ge	κιοσιλεύειν
CIOSINOS	bsb11762465	343	Inde Hederaceus , a um .	κίοσινος
CIPHN	bsb11762465	441	feyn .	κίφν
CIRNA	bsb10314207	64	madfagmahal .	κιρνά-
CIROPOIOS	bsb11762465	1063	Schreiner .	κιροποιός
CIRSOCELE	bsb11762465	265	Br	κιρσοκήλη
CIRSOKELE	bsb11762465	265	Br	κιρσοκήλη
CISE	bsb11762465	778	Kift / Kaft / Truhe .	κίση
CISES	bsb10314207	209	Wucherer .	κισης
CISSOS	bsb11762465	343	Ebhew .	κισσός
CISUREIN	bsb10314207	57	Ve	κισύρειν
CISYREIN	bsb10314207	57	Ve	κισύρειν
CITHARA	bsb11762465	823	Laute .	κίθαρα
CITHARAS	bsb11762465	118	Teſtudineludere .	κιθάρας
CITHARES	bsb11762465	54	MVSIS .	κιθάρης
CITHARIZEIN	bsb11762465	118	Teſtudineludere .	κιθαρίζειν
CITHARODEIN	bsb11762465	118	Teſtudineludere .	κιθαρῳδεῖν
CITHARODOS	bsb11762465	953	Pfeiffen .	κιθαρωδός
CITHARTOS	bsb10314207	215	Zam .	Κιθαρτός
CITHEEIN	bsb11762465	822	Item , Lauffen .	κιθέειν
CITHOFOREAN	bsb10314207	93	Vmbsexen .	κιθοφορέαν
CITHON	bsb11762465	403	Ermelrock .	κιθών
CITHOPHOREAN	bsb10314207	93	Vmbsexen .	κιθοφορέαν
CIXALES	bsb11762465	314	gannabh	κιξάλης
CIZEIN	bsb11762465	502	Fuchf .	κίζειν
CLADEUAN	bsb10314207	173	Wein beschneiden .	κλαδεύαν
CLADEUTERION	bsb11762465	1094	Si	κλαδευτήριον
CLADEYAN	bsb10314207	173	Wein beschneiden .	κλαδεύαν
CLADEYTERION	bsb11762465	1094	Si	κλαδευτήριον
CLADO	bsb10314207	255	nes Baums .	κλάδο
CLADOIS	bsb11762465	797	aufffeken .	κλάδοις
CLADOS	bsb11762465	115	Aft / Zweig .	κλάδος
CLAGE	bsb11762465	325	dingen .	κλάγη
CLAGEIN	bsb11762465	1025	Schallen / lauten .	κλάγειν
CLAGXN	bsb11762465	686	Trawren .	κλαγξν
CLAIEIN	bsb10314207	174	We	κλαίειν
CLALEON	bsb11762465	368	Einreden .	κλαλέον
CLAN	bsb11762465	439	Fa	κλᾶν
CLANXN	bsb11762465	686	Trawren .	κλαγξν
CLAPLOS	bsb11762465	364	reden oder sagen .	κλάπλῶς
CLARIZETHEE	bsb11762465	843	Liebsthun .	κλαρίζεθεή
CLASIS	bsb11762465	265	Bruch .	κλᾶσις
CLASMA	bsb11762465	262	Brocken . 2	κλάσμα
CLAUTH	bsb10314207	175	Weinendt machen .	κλαυθ
CLAUTHMOS	bsb10314207	175	Weinung .	κλαυθμός
CLAYTH	bsb10314207	175	Weinendt machen .	κλαυθ
CLAYTHMOS	bsb10314207	175	Weinung .	κλαυθμός
CLEDON	bsb11762465	107	wunderlicher dinge .	κληδὼν
CLEEDON	bsb11762465	107	wunderlicher dinge .	κλεηδών
CLEEIN	bsb11762465	998	Kh	κλέειν
CLEES	bsb10314207	124	Vulöblich .	κλεές
CLEI	bsb11762465	1051	Schloß .	κλεῖ-
CLEIA	bsb11762465	1026	Shand .	κλεια
CLEIEIN	bsb10314207	71	Verschliessen .	κλείειν
CLEIETES	bsb11762465	669	He	κλειήτης
CLEIN	bsb10314207	184	Widerbellen .	κλεῖν
CLEION	bsb11762465	180	Be	κλείων
CLEIPEIN	bsb11762465	527	machen .	κλείπειν
CLEIS	bsb10314207	166	enzierd .	κλεὶς
CLEISION	bsb11762465	957	Pferch	κλεισίον
CLEITHRIA	bsb11762465	1002	Rike / Spalte .	κλειθρία
CLEITHRON	bsb10314207	67	Verriegeln .	κλείθρον
CLEITRIA	bsb11762465	1002	Rike / Spalte .	κλειτρία
CLEITRIODES	bsb11762465	1002	Rike / Spalte .	κλειτριώδης
CLEMA	bsb10314207	173	Weinrab .	κλῆμα
CLEMATON	bsb10314207	131	Vnschüldig seyn .	κλημάτων
CLEMMA	bsb11762465	215	Betrug .	κλέμμα
CLEO	bsb11762465	847	Lob .	κλέω
CLEOS	bsb11762465	648	Guter ding / frolich .	κλέος
CLEOU	bsb11762465	983	Item , Gerüchte .	κλέου
CLEPEIN	bsb11762465	1129	Stelen .	κλέπειν
CLEPIO	bsb11762465	315	Diebstall .	κλεπίο-
CLEPSO	bsb11762465	637	Gr	κλέψω
CLEPSUDRAS	bsb11762465	1016	Sandzeiger .	κλεψύδρας
CLEPSYDRAS	bsb11762465	1016	Sandzeiger .	κλεψύδρας
CLEPTEIN	bsb11762465	645	Gr	κλέπτειν
CLEPTES	bsb11762465	314	gannabh	κλέπτης
CLEPTOR	bsb11762465	664	Hauhvatter .	κλήπτωρ
CLERAN	bsb11762465	851	Loß werffen .	κλῆραν
CLERES	bsb11762465	851	fen .	κληρές
CLERGCHEIAZ	bsb11762465	851	Loß werffen .	κληργχεῖαζ
CLERIA	bsb11762465	103	Anreikend .	κλήρια
CLERNCHEIAZ	bsb11762465	851	Loß werffen .	κληργχεῖαζ
CLERONOMIAS	bsb11762465	382	Enterben .	κληρονομίας
CLEROS	bsb11762465	517	Garte .	κλῆρος
CLESCAS	bsb11762465	114	Ar	κλήσκας
CLESESTE	bsb11762465	366	nem geben .	κλησῆστη
CLESIATES	bsb11762465	968	dicant .	κλησιατής
CLESIS	bsb11762465	921	Nennung .	κλῆσις
CLESKAS	bsb11762465	114	Ar	κλήσκας
CLESTE	bsb11762465	150	Lauare & lauari , Balneare ,	κλήστη
CLETER	bsb11762465	230	Bittel .	κλητήρ
CLETH	bsb11762465	350	Ehr .	κλέΘ
CLETHRES	bsb10314207	166	enzierd .	κλήθρες
CLETOUEIN	bsb11762465	361	Ei	κλητούειν
CLETOUN	bsb11762465	282	Citieren .	κλητούν
CLETRIS	bsb10314207	166	We	κλητρίς
CLETUEIN	bsb11762465	361	Ei	κλητούειν
CLETUN	bsb11762465	282	Citieren .	κλητούν
CLEU	bsb11762465	983	Item , Gerüchte .	κλέου
CLEZAS	bsb11762465	979	Ra	κλεζας
CLEZEN	bsb10314207	71	Verschliessen .	κλήζεν
CLIBA	bsb11762465	149	Backofe .	κλίβα
CLIDES	bsb11762465	1068	Schungatter .	κλίδες
CLIMA	bsb11762465	960	Plag / streich .	κλίμα
CLIMACIDON	bsb11762465	546	Aduerbialiter .	κλιμακιδόν
CLIMACOTOS	bsb11762465	837	Letter .	κλιμακωτός
CLIMAKIDON	bsb11762465	546	Aduerbialiter .	κλιμακιδόν
CLIMAKOTOS	bsb11762465	837	Letter .	κλιμακωτός
CLIMAX	bsb11762465	1056	Schneckstieg .	κλίμαξ
CLINARIOU	bsb11762465	1089	Roßbar .	κλιναρίου
CLINARIU	bsb11762465	1089	Roßbar .	κλιναρίου
CLINE	bsb11762465	208	Beth .	κλίνη
CLINEN	bsb10314207	235	Zu Bette gehen .	κλίνην
CLINES	bsb11762465	208	Electo erigi non potuit .	κλίνης
CLINIS	bsb11762465	163	gen Wage .	κλινὶς
CLINOMETHA	bsb11762465	428	Es	κλινόμεθα
CLINTER	bsb11762465	1090	Se	κλιντήρ
CLINTES	bsb10314207	17	Todtenbahr .	κλιντής
CLIPI	bsb11762465	314	Diebisch .	κλιπι
CLISES	bsb11762465	1062	Sch	κλισης
CLISIS	bsb11762465	807	Krumme .	κλίσις
CLITORAFES	bsb10314207	133	Vnsterbligkeit .	κλιτοραφής
CLITORAPHES	bsb10314207	133	Vnsterbligkeit .	κλιτοραφής
CLLAGAS	bsb11762465	547	Gemeinschafft .	κλλαγάς
CLLOFUREAZ	bsb11762465	216	Beweinen .	κλλοφύρεαζ
CLLOFYREAZ	bsb11762465	216	Beweinen .	κλλοφύρεαζ
CLLOGIZETHAI	bsb11762465	430	zuschreiben .	κλλογίζεθαί
CLLOPHUREAZ	bsb11762465	216	Beweinen .	κλλοφύρεαζ
CLLOPHYREAZ	bsb11762465	216	Beweinen .	κλλοφύρεαζ
CLOCE	bsb11762465	340	Dürr werden .	κλοκε
CLODUREAZ	bsb10314207	174	We	κλοδύρεαζ
CLODYREAZ	bsb10314207	174	We	κλοδύρεαζ
CLOICIA	bsb11762465	559	chebhet .	κλοἰκία
CLOIKIA	bsb11762465	559	chebhet .	κλοἰκία
CLOKE	bsb11762465	340	Dürr werden .	κλοκε
CLOMAX	bsb11762465	995	Reuhe .	κλώμαξ
CLON	bsb10314207	255	nes Baums .	κλών
CLOPDIAZEIN	bsb11762465	526	Ge	κλοπδιάζειν
CLOPE	bsb11762465	315	Diebstall .	κλοπή
CLOPICOS	bsb11762465	314	Diebisch .	κλωπικός
CLOPIKOS	bsb11762465	314	Diebisch .	κλωπικός
CLOPOUEIN	bsb11762465	1129	Stelen .	κλοπούειν
CLOPS	bsb11762465	314	gannabh	κλωψ
CLOPUEIN	bsb11762465	1129	Stelen .	κλοπούειν
CLOS	bsb11762465	775	Kinder .	κλός
CLOSCEIN	bsb11762465	920	Neen .	κλώσκειν
CLOSEN	bsb10314207	80	Verwerffen .	κλώσεν
CLOSKEIN	bsb11762465	920	Neen .	κλώσκειν
CLOTES	bsb11762465	1117	Spille .	κλωτής
CLOTHEIN	bsb11762465	920	Neen .	κλώθειν
CLOTHEN	bsb11762465	1117	Spinnen .	κλώθέν
CLOUASIA	bsb11762465	565	Cic . Ludibrium Gefpött , ludificatio .	κλουασία
CLPNIZEIN	bsb11762465	995	Reuchern .	κλπνίζειν
CLRESIMOS	bsb11762465	562	Gesek .	κλρήσιμος
CLSCDUAZEIN	bsb10314207	60	Verklagen .	κλσκδυάζειν
CLSCDYAZEIN	bsb10314207	60	Verklagen .	κλσκδυάζειν
CLSCUAZETHAS	bsb10314207	221	Be	κλσκουάζεθας
CLSKDUAZEIN	bsb10314207	60	Verklagen .	κλσκδυάζειν
CLSKDYAZEIN	bsb10314207	60	Verklagen .	κλσκδυάζειν
CLSKUAZETHAS	bsb10314207	221	Be	κλσκουάζεθας
CLTRIBEIN	bsb11762465	824	Leben .	κλτρίβειν
CLUASIA	bsb11762465	565	Cic . Ludibrium Gefpött , ludificatio .	κλουασία
CLUDON	bsb11762465	1146	regen .	κλύδων
CLUDONOS	bsb10314207	116	Waffer .	κλύδωνος
CLUEIN	bsb10314207	124	Vn	κλύειν
CLUON	bsb11762465	436	Fa	κλυον
CLUSIS	bsb11762465	546	Gemcine Herberge .	κλυσις
CLUT	bsb10314207	62	rüchtet .	κλυτ
CLUTER	bsb11762465	282	Clystier .	κλυτήρ
CLUTOS	bsb10314207	62	rüchtet .	κλυτός
CLUZN	bsb11762465	282	Clystier .	κλύζν
CLYDON	bsb11762465	1146	regen .	κλύδων
CLYDONOS	bsb10314207	116	Waffer .	κλύδωνος
CLYEIN	bsb10314207	124	Vn	κλύειν
CLYON	bsb11762465	436	Fa	κλυον
CLYSIS	bsb11762465	546	Gemcine Herberge .	κλυσις
CLYT	bsb10314207	62	rüchtet .	κλυτ
CLYTER	bsb11762465	282	Clystier .	κλυτήρ
CLYTOS	bsb10314207	62	rüchtet .	κλυτός
CLYZN	bsb11762465	282	Clystier .	κλύζν
CNAEIN	bsb11762465	798	Kr	κνάειν
CNAMPLEIN	bsb11762465	245	Bo	κνάμπλειν
CNAS	bsb10314207	73	gen .	Κνας
CNASEIN	bsb11762465	1028	Scharren .	κνάσειν
CNAZEIN	bsb11762465	1020	Schaben ,	κναζειν
CNEDAN	bsb11762465	176	Briffen .	κνηδᾷν
CNEFAS	bsb11762465	961	Plakregen .	κνέφας
CNEGMOS	bsb11762465	801	Krek / Reudigkeit .	κνηγμός
CNEME	bsb10314207	152	ckel .	κνήμη
CNEMIA	bsb10314207	47	Be	κνημία
CNEMIDAS	bsb11762465	973	Ra	κνημίδας
CNEMIDOTOS	bsb11762465	1135	Stieffel .	κνημιδωτός
CNEMIS	bsb11762465	1135	Stieffel .	κνημίς
CNEMOS	bsb11762465	713	Hügel / Rein .	κνημός
CNEPHAS	bsb11762465	961	Plakregen .	κνέφας
CNESCHRISE	bsb11762465	608	Go	κνέςχρισε
CNESES	bsb10314207	17	Todtschlager .	κνησὴς
CNESIA	bsb11762465	973	Radspeiche .	κνησία
CNESMOS	bsb11762465	806	Krimmung .	κνησμός
CNETHEAZ	bsb11762465	806	Jücken .	κνήθεαζ
CNETHEIN	bsb11762465	798	Kr	κνήθειν
CNIDE	bsb11762465	921	Neffel .	κνίδη
CNIOSA	bsb11762465	1052	Schmalk .	κνίοσα
CNIXEIN	bsb11762465	1028	Scharren .	κνίξειν
CNIZEIN	bsb11762465	62	Ab .	κνίζειν
CNODALON	bsb10314207	193	Wilde thier .	κνώδαλον
CNODON	bsb11762465	877	Messerspis .	κνώδων
CNOEIN	bsb11762465	1138	Stopffen .	κνόειν
CNON	bsb11762465	456	Furcht benemen .	κνων
CNUEIN	bsb11762465	218	Be	κνύειν
CNYEIN	bsb11762465	218	Be	κνύειν
COBALICDUMA	bsb11762465	1053	Schmeichelrede /	κοβαλίκδυμα
COBALICDYMA	bsb11762465	1053	Schmeichelrede /	κοβαλίκδυμα
COBALIKDUMA	bsb11762465	1053	Schmeichelrede /	κοβαλίκδυμα
COBALIKDYMA	bsb11762465	1053	Schmeichelrede /	κοβαλίκδυμα
COBEIRA	bsb10314207	61	Verlacher .	κόβειρα
COCAS	bsb11762465	830	Le	κόκας
COCC	bsb10314207	21	Trauben beer	κόκκ
COCCON	bsb11762465	165	Beer / oder Korn .	κόκκον
COCCOS	bsb11762465	970	Purpur .	κόκκος
COCCUMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COCCUMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COCCUX	bsb11762465	646	Guckgauch .	κόκκυξ
COCCYMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COCCYMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COCCYX	bsb11762465	646	Guckgauch .	κόκκυξ
COCHLIAS	bsb11762465	770	Kelterspulle .	κοχλίας
COCHLIDIOS	bsb11762465	1056	Schneckstieg .	κοχλίδιος
COCHLIS	bsb11762465	1056	Schneckstieg .	κοχλίς
COCHLO	bsb11762465	869	Meerschneck .	κόχλο
COCHLOS	bsb11762465	1056	Schneck .	κόχλος
COCK	bsb10314207	21	Trauben beer	κόκκ
COCKON	bsb11762465	165	Beer / oder Korn .	κόκκον
COCKOS	bsb11762465	970	Purpur .	κόκκος
COCKUMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COCKUMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COCKUX	bsb11762465	646	Guckgauch .	κόκκυξ
COCKYMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COCKYMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COCKYX	bsb11762465	646	Guckgauch .	κόκκυξ
COCOLAZEIN	bsb11762465	856	Ma	κοκολάζειν
COCUTOS	bsb11762465	676	Hellisch Waffer .	κωκυτὸς
COCYTOS	bsb11762465	676	Hellisch Waffer .	κωκυτὸς
CODEIA	bsb11762465	662	Haupt .	κωδεία
CODEILO	bsb11762465	286	Crocodill .	κόδειλο
CODION	bsb10314207	206	r Wolle .	κώδιον
CODOMEION	bsb11762465	951	Pfann .	κοδομεῖον
CODON	bsb11762465	588	Glock .	κώδων
COETHOS	bsb10314207	176	Weifer Mann .	κοήθως
COFA	bsb11762465	1147	Stumm .	κωφά
COFEI	bsb10314207	52	Ve	κωφεί
COFINOU	bsb11762465	789	Korb .	κόφινου
COFINU	bsb11762465	789	Korb .	κόφινου
COFO	bsb10314207	52	Ve	κωφῳ
COFOS	bsb10314207	6	cherefok	κωφός
COFOSIS	bsb11762465	297	Daubheit .	κώφωσις
COFOTES	bsb10314207	6	Taubheit .	κωφότης
COGCHE	bsb11762465	869	Meerschneck .	κογχή
COGCHULE	bsb11762465	971	Pu	κογχύλη
COGCHYLE	bsb11762465	971	Pu	κογχύλη
COGCOS	bsb11762465	689	Hirnschale .	κόγκος
COGKOS	bsb11762465	689	Hirnschale .	κόγκος
COILAINEI	bsb10314207	41	Ve	κοιλαίνει
COILAINEIN	bsb11762465	138	Aufholen .	κοιλαίνειν
COILAS	bsb10314207	4	Thal .	κοιλας
COILIA	bsb11762465	156	Vårmutter .	κοιλία
COILIAN	bsb11762465	729	chen Magen .	κοιλίαν
COILIAS	bsb11762465	729	chen Magen .	κοιλίας
COILOEIN	bsb11762465	138	Aufholen .	κοιλόειν
COILOMA	bsb11762465	706	Hole .	κοίλωμα
COILOS	bsb10314207	52	Ve	κοίλως
COIMAEIN	bsb11762465	144	Ausschlaffen .	κοιμάειν
COIMETERION	bsb11762465	629	Go	κοιμητήριον
COIN	bsb10314207	56	Ve	κοιν
COINA	bsb11762465	297	Da	κοινά
COINAIS	bsb11762465	322	Violare pacta , negligere .	κοιναῖς
COINE	bsb11762465	547	Gemeiniglich .	κοινῇ
COINEION	bsb11762465	525	Ge	κοινεῖον
COINO	bsb11762465	488	Fr	κοινω-
COINON	bsb11762465	294	Da	κοινῶν
COINONEIN	bsb10314207	31	Tu	κοινωνεῖν
COINONEMA	bsb11762465	547	Gemeinschafft .	κοινώνημα
COINONIAN	bsb11762465	484	lakachetiſchſchah .	κοινωνίαν
COINONOI	bsb11762465	562	Ge	κοινωνοί
COINONOS	bsb11762465	486	Freunde .	κοινωνός
COINOS	bsb10314207	47	Mensch .	κοινὸς
COIOLES	bsb11762465	950	Pfaff	κοιόλης
COIRAN	bsb11762465	685	Herkog .	κοίραν
COIRANA	bsb11762465	460	Fürst .	κοίρανα
COIRANIDON	bsb11762465	949	Pellican .	κοιρανίδων
COITASE	bsb10314207	151	Wa	κοιταση
COITIDES	bsb10314207	191	Wieg / Kindtswing .	κοιτίδες
COKAS	bsb11762465	830	Le	κόκας
COKC	bsb10314207	21	Trauben beer	κόκκ
COKCON	bsb11762465	165	Beer / oder Korn .	κόκκον
COKCOS	bsb11762465	970	Purpur .	κόκκος
COKCUMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COKCUMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COKCUX	bsb11762465	646	Guckgauch .	κόκκυξ
COKCYMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COKCYMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COKCYX	bsb11762465	646	Guckgauch .	κόκκυξ
COKK	bsb10314207	21	Trauben beer	κόκκ
COKKON	bsb11762465	165	Beer / oder Korn .	κόκκον
COKKOS	bsb11762465	970	Purpur .	κόκκος
COKKUMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COKKUMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COKKUX	bsb11762465	646	Guckgauch .	κόκκυξ
COKKYMELEA	bsb11762465	958	Pflaumbawm .	κοκκυμηλέα
COKKYMELON	bsb11762465	958	Pflaume .	κοκκύμηλον
COKKYX	bsb11762465	646	Guckgauch .	κόκκυξ
COKOLAZEIN	bsb11762465	856	Ma	κοκολάζειν
COKUTOS	bsb11762465	676	Hellisch Waffer .	κωκυτὸς
COKYTOS	bsb11762465	676	Hellisch Waffer .	κωκυτὸς
COLA	bsb11762465	112	Arfbacken .	κῶλα
COLABA	bsb11762465	1143	Stück .	κόλαβα
COLACEUEIN	bsb11762465	842	cheln .	κολακεύειν
COLACEYEIN	bsb11762465	842	cheln .	κολακεύειν
COLACIAS	bsb11762465	1054	Sch	κολακίας
COLACOUON	bsb11762465	842	cheln .	κολακούον
COLACOUTAS	bsb11762465	842	cheln .	κολακούτας
COLACUON	bsb11762465	842	cheln .	κολακούον
COLACUTAS	bsb11762465	842	cheln .	κολακούτας
COLAFOS	bsb11762465	151	Backenftreich .	κολαφὸς
COLAKEUEIN	bsb11762465	842	cheln .	κολακεύειν
COLAKEYEIN	bsb11762465	842	cheln .	κολακεύειν
COLAKIAS	bsb11762465	1054	Sch	κολακίας
COLAKOUON	bsb11762465	842	cheln .	κολακούον
COLAKOUTAS	bsb11762465	842	cheln .	κολακούτας
COLAKUON	bsb11762465	842	cheln .	κολακούον
COLAKUTAS	bsb11762465	842	cheln .	κολακούτας
COLAPHOS	bsb11762465	151	Backenftreich .	κολαφὸς
COLAPIES	bsb11762465	1028	Corraforium , fcalprum .	κολάπιής
COLAPLES	bsb11762465	1064	Sch	κολαπλής
COLASIS	bsb11762465	767	Kafteyung .	κόλασις
COLASMOS	bsb10314207	236	Zuchtigung .	κολασμός
COLAX	bsb11762465	158	Bauchdiener .	κόλαξ
COLAZEIN	bsb11762465	219	Bi	κολάζειν
COLAZETHAI	bsb11762465	568	Gestrafft werden .	κολάζεθαι
COLAZIAS	bsb11762465	684	Seuere puniri	κολάζιας
COLAZIAZ	bsb11762465	949	Pein leiden .	κολάζιαζ
COLAZON	bsb11762465	863	Martern .	κολάζον
COLE	bsb11762465	705	Hodensack .	κόλε
COLEGIAS	bsb11762465	409	Erzehlen .	κολέγιας
COLEOS	bsb11762465	1032	Sch	κωλεός
COLEPS	bsb11762465	786	Kniebug .	κώληψ
COLES	bsb11762465	940	Oh	Κολῆς
COLETHOS	bsb11762465	534	Gefengnif .	κόλεθος
COLEX	bsb11762465	634	Grindel / Riegel .	κωληξ
COLI	bsb11762465	633	C. Tormina , paflio colica ,	κωλι-
COLIA	bsb10314207	152	ckel .	κωλία
COLICE	bsb11762465	633	C. Tormina , paflio colica ,	κωλική
COLIKE	bsb11762465	633	C. Tormina , paflio colica ,	κωλική
COLION	bsb10314207	99	Vndanckbar seyn .	κολιών
COLLAEIN	bsb11762465	830	Leimen .	κολλάειν
COLLEMAS	bsb11762465	830	Leimung .	κόλλημας
COLLESIS	bsb11762465	156	Bappung .	κόλλησις
COLLIAS	bsb11762465	159	Bawrenheußlein .	κολλιας
COLO	bsb11762465	713	Hügel / Rein .	κολω
COLOBOEIN	bsb10314207	223	Zerſtümpelen .	κολοβόειν
COLOBON	bsb11762465	62	Ab .	κολοβῶν
COLOBOSIS	bsb11762465	199	Beschrotung .	κολόβωσις
COLOBOTHEIS	bsb11762465	199	Participium .	κολοβοθεὶς
COLOCUTHE	bsb11762465	811	Kürbesbawm .	κολοκύθη
COLOCYTHE	bsb11762465	811	Kürbesbawm .	κολοκύθη
COLOGICOS	bsb10314207	150	Wa	κολογικός
COLOGIKOS	bsb10314207	150	Wa	κολογικός
COLOIOS	bsb11762465	326	Do	κολοιός
COLOKUTHE	bsb11762465	811	Kürbesbawm .	κολοκύθη
COLOKYTHE	bsb11762465	811	Kürbesbawm .	κολοκύθη
COLON	bsb11762465	507	Fuß .	κῶλον
COLONE	bsb11762465	713	Hügel / Rein .	κολωνή
COLONITAI	bsb11762465	657	Ha	κολωνίται
COLOU	bsb10314207	243	Bu	κολου
COLU	bsb10314207	243	Bu	κολου
