form	volume	scan	headword_ocr	printed
NERGON	bsb11762465	846	Li	νεργῶν
NEROS	bsb10314207	41	reden oder gründen .	νερῶς
NEROU	bsb11762465	939	chtig bekennen .	νερού
NERU	bsb11762465	939	chtig bekennen .	νερού
NESALEON	bsb11762465	828	Le	νεσαλέον
NESAS	bsb10314207	165	Wegschiffen .	νήσας
NESAZEIN	bsb11762465	1052	nom .	νησάζειν
NESDUEIN	bsb11762465	767	Kafteyen .	νησδύειν
NESDYEIN	bsb11762465	767	Kafteyen .	νησδύειν
NESE	bsb10314207	187	werden .	νήσε
NESEIA	bsb11762465	438	Faftung .	νησεία
NESILOU	bsb11762465	1056	Schneck .	νέσιλου
NESILU	bsb11762465	1056	Schneck .	νέσιλου
NESIN	bsb11762465	1077	Schwimmen .	νέσιν
NESIS	bsb11762465	785	Klug / Wikig .	νεσις
NESOS	bsb11762465	750	Insel .	νήσος
NETAS	bsb11762465	106	Ante / oder Ente .	νῆτας
NETES	bsb11762465	786	Knecht .	νήτης
NETHAI	bsb11762465	120	Auffgehen .	νεθαι
NETHAS	bsb11762465	338	gen werden .	νέθας
NETHEIN	bsb11762465	920	Neen .	νήθειν
NETHESIA	bsb11762465	835	Lehrung .	νεθεσία
NETHETEIN	bsb10314207	63	Vermanen .	νεθετεῖν
NETHETON	bsb10314207	63	Vermaner .	νεθετῶν
NETHON	bsb11762465	1117	Spinnen .	νήθὸν
NEUEOTHAI	bsb11762465	1097	Sich rhumen .	νεύεοθαι
NEUMA	bsb10314207	195	Will .	νεῦμα
NEURA	bsb11762465	1126	Starck .	νεύρα-
NEURAN	bsb11762465	872	Menlich scham .	νεῦραν
NEURON	bsb11762465	74	ader .	νεῦρον
NEXETON	bsb11762465	834	Vnderweiser .	νεξετῶν
NEXIS	bsb11762465	1077	Schwimmung .	νῆξις
NEYEOTHAI	bsb11762465	1097	Sich rhumen .	νεύεοθαι
NEYMA	bsb10314207	195	Will .	νεῦμα
NEYRA	bsb11762465	1126	Starck .	νεύρα-
NEYRAN	bsb11762465	872	Menlich scham .	νεῦραν
NEYRON	bsb11762465	74	ader .	νεῦρον
NIAZEIN	bsb11762465	997	Reutern / ficben .	νιάζειν
NICAEIN	bsb10314207	40	, nititfach .	νικάειν
NICAN	bsb11762465	303	Superare hoftes .	νικᾶν
NICATOR	bsb10314207	41	Vberwinder .	νικάτωρ
NICE	bsb10314207	41	Vberwindung .	νίκη
NICEFOROS	bsb10314207	41	Vberwinder .	νικηφόρος
NICEMA	bsb10314207	41	Vberwindung .	νίκημα
NICEN	bsb11762465	304	Den Preif geben .	νίκην
NICEPHOROS	bsb10314207	41	Vberwinder .	νικηφόρος
NICES	bsb11762465	575	Gewunnen geben .	νίκης
NICETES	bsb10314207	41	Vberwinder .	νικητής
NICIO	bsb10314207	40	, nititfach .	νίκίω
NICON	bsb10314207	41	Vberwinder .	νικῶν
NICOS	bsb10314207	41	Vberwinder .	νικος
NICTIRIS	bsb11762465	470	Fledermauf .	νικτιρὶς
NICZARETH	bsb10314207	20	Tranck .	νικζάρεθ
NIFOEIS	bsb11762465	699	Hoch .	νιφόεις
NIKAEIN	bsb10314207	40	, nititfach .	νικάειν
NIKAN	bsb11762465	303	Superare hoftes .	νικᾶν
NIKATOR	bsb10314207	41	Vberwinder .	νικάτωρ
NIKE	bsb10314207	41	Vberwindung .	νίκη
NIKEFOROS	bsb10314207	41	Vberwinder .	νικηφόρος
NIKEMA	bsb10314207	41	Vberwindung .	νίκημα
NIKEN	bsb11762465	304	Den Preif geben .	νίκην
NIKEPHOROS	bsb10314207	41	Vberwinder .	νικηφόρος
NIKES	bsb11762465	575	Gewunnen geben .	νίκης
NIKETES	bsb10314207	41	Vberwinder .	νικητής
NIKIO	bsb10314207	40	, nititfach .	νίκίω
NIKON	bsb10314207	41	Vberwinder .	νικῶν
NIKOS	bsb10314207	41	Vberwinder .	νικος
NIKTIRIS	bsb11762465	470	Fledermauf .	νικτιρὶς
NIKZARETH	bsb10314207	20	Tranck .	νικζάρεθ
NIOBES	bsb11762465	642	Gros vnglück .	νιόβης
NIOCHMOS	bsb10314207	107	Vnerfahren .	νιοχμὸς
NIOEMON	bsb10314207	52	Ve	νιώεμον
NIOEPZ	bsb11762465	998	Item .	νιώεπζ
NIOI	bsb10314207	219	Perexiguum tempus .	νιωὶ
NIOIPARA	bsb11762465	482	nichts geachtet .	νιωὶπαρὰ
NION	bsb11762465	679	Hembd .	νιον
NIOS	bsb11762465	297	Cic . Surdus , date ,	νιός
NIOTES	bsb11762465	758	Ju	νιότης
NIPHOEIS	bsb11762465	699	Hoch .	νιφόεις
NIPLEIN	bsb11762465	150	Lauare & lauari , Balneare ,	νίπλειν
NIPSAS	bsb11762465	150	Lauare & lauari , Balneare ,	νίψας
NISURETIS	bsb11762465	902	Målstein .	νισυρῆτις
NISYRETIS	bsb11762465	902	Målstein .	νισυρῆτις
NITHAS	bsb11762465	890	sagen .	νιθας
NITRON	bsb11762465	1015	Salpeter .	νίτρον
NIZEIN	bsb10314207	201	Wischen . 1	νίζειν
NIZON	bsb11762465	1137	er fchen .	νίζον
NKOS	bsb11762465	918	Na	γκος
NOBAMONES	bsb11762465	692	Himlische .	νοβάμονες
NOCHELIA	bsb11762465	819	schlefferigkeit .	νοχελία
NODES	bsb10314207	137	Vnucrnunfftig .	νώδης
NODOCHO	bsb11762465	524	Gastgeber .	νοδόχο
NODOGERON	bsb10314207	216	Zanloß .	νωδογέρων
NODOS	bsb10314207	216	Zanloß .	νωδός
NOEIZOIDUE	bsb11762465	758	Jungfrauw .	νοείζοιδύη
NOEIZOIDYE	bsb11762465	758	Jungfrauw .	νοείζοιδύη
NOEMA	bsb11762465	529	Gedancke .	νόημα
NOEMATON	bsb11762465	1093	eutschlahen .	νοημάτων
NOEMTHUTHA	bsb10314207	80	Verwechslung .	νοημθύθα
NOEMTHYTHA	bsb10314207	80	Verwechslung .	νοημθύθα
NOERA	bsb11762465	604	Gottes Sohn .	νοερά
NOERIA	bsb11762465	529	Gedancke .	νόηρια
NOESIS	bsb10314207	75	Aftligere lapidum imbri .	νόησις
NOETO	bsb11762465	918	Na	νόητο
NOFISMOS	bsb10314207	224	Zertrennung .	νοφισμός
NOGA	bsb11762465	792	Köstlich offen .	νωγα-
NOGALA	bsb11762465	792	Köstlich offen .	νώγαλα
NOGALOUMAZA	bsb11762465	918	Naschen .	νωγαλούμαζα
NOGALUMAZA	bsb11762465	918	Naschen .	νωγαλούμαζα
NOIA	bsb11762465	871	Me	νοια
NOIAN	bsb11762465	482	Fr	νοιαν
NOIAS	bsb11762465	321	des Gemüts .	νοίας
NOICOS	bsb11762465	839	Li	νοικός
NOIKOS	bsb11762465	839	Li	νοικός
NOIMMA	bsb11762465	395	Er	νοίμμα
NOIS	bsb10314207	237	Zu	νοις
NOISIN	bsb10314207	63	Vermercken .	νοίσιν
NOIU	bsb11762465	123	Auffmercken .	νοιῦ
NOIY	bsb11762465	123	Auffmercken .	νοιῦ
NOLEPTO	bsb11762465	1018	Sa	νόληπτο
NOLITHOS	bsb11762465	954	Pfeiler .	νόλιθος
NOLON	bsb11762465	1047	Schläfferich .	νόλων
NOMA	bsb11762465	433	Fadem .	νῶμα
NOMAI	bsb10314207	220	lein .	νωμαι
NOMAS	bsb11762465	797	Krank .	νωμας
NOME	bsb10314207	169	Weide .	νομή
NOMEEIN	bsb11762465	589	Gockeln .	νομέειν
NOMEMON	bsb11762465	543	Ge	νομήμων
NOMES	bsb11762465	543	Ge	νόμες
NOMI	bsb11762465	545	Geldt .	νόμι
NOMIAS	bsb11762465	484	Subuertere libertatem .	νομίας
NOMICOS	bsb11762465	543	Ge	νομικός
NOMIKOS	bsb11762465	543	Ge	νομικός
NOMIMO	bsb11762465	356	Eide .	νόμιμο
NOMIMON	bsb11762465	981	Re	νόμιμον
NOMIMOS	bsb11762465	982	Iure , lege , legitime , licite .	νομίμως
NOMION	bsb11762465	557	Be	νόμιον
NOMIS	bsb11762465	923	New Jahrs gabe .	νομίς
NOMISMA	bsb11762465	435	Falsche Münk .	νόμισμα
NOMIZEAZ	bsb11762465	164	Beduncken .	νομίζεαζ
NOMIZO	bsb10314207	255	3w	νομιζό-
NOMIZOMTHMA	bsb11762465	567	Sepelire mortuum .	νομιζόμθμα
NOMIZOMTHMAS	bsb11762465	828	Leich .	νομιζόμθμας
NOMIZOMTHMON	bsb11762465	222	Billich .	νομιζόμθμον
NOMIZOMTHRON	bsb11762465	828	Leichpredig thun .	νομιζομθρων
NOMIZOMTHUON	bsb11762465	170	fficiuntur fepultura :	νομιζομθύων
NOMIZOMTHYON	bsb11762465	170	fficiuntur fepultura :	νομιζομθύων
NOMLUO	bsb11762465	86	Alter man .	νώμλυο
NOMLYO	bsb11762465	86	Alter man .	νώμλυο
NOMM	bsb11762465	756	Irrig .	νώμμ
NOMO	bsb11762465	295	men .	νόμο
NOMODIDACTES	bsb11762465	543	Ge	νομοδιδάκτης
NOMODIDAKTES	bsb11762465	543	Ge	νομοδιδάκτης
NOMOI	bsb11762465	562	Gesek .	νόμοι
NOMON	bsb11762465	295	men .	νόμον
NOMOS	bsb10314207	169	Weide .	νόμος
NOMOTHETEIN	bsb11762465	563	machen .	νομοθετεῖν
NOMOUS	bsb11762465	697	Shirt .	νομούς
NOMTHMO	bsb11762465	559	Gefchendet .	νόμθμο
NOMTHMON	bsb11762465	99	An	νόμθμον
NOMTHMOS	bsb11762465	708	Ho	νόμθμος
NOMUS	bsb11762465	697	Shirt .	νομούς
NONA	bsb11762465	410	Bey nahe .	νονά
NOON	bsb11762465	893	Narr klug .	νόον
NOOS	bsb10314207	75	Aftligere lapidum imbri .	νόος
NOOTOOS	bsb11762465	741	Jeger / Weidman .	νοοτόος
NOPHISMOS	bsb10314207	224	Zertrennung .	νοφισμός
NORIOS	bsb11762465	563	brechen .	νόριος
NOROS	bsb11762465	777	Kirchherr .	νωρος
NOSACERAN	bsb11762465	828	Le	νοσάκεραν
NOSAKERAN	bsb11762465	828	Le	νοσάκεραν
NOSCEIN	bsb10314207	39	Vbersehen .	νώσκειν
NOSE	bsb11762465	115	Arkneyen .	νοση-
NOSEIN	bsb11762465	412	Es	νοσεῖν
NOSELEUEIN	bsb11762465	667	Heilen .	νοσηλεύειν
NOSELEUON	bsb11762465	828	Le	νοσηλεύον
NOSELEYEIN	bsb11762465	667	Heilen .	νοσηλεύειν
NOSELEYON	bsb11762465	828	Le	νοσηλεύον
NOSELOU	bsb11762465	569	Gesund machen .	νοσηλού
NOSELU	bsb11762465	569	Gesund machen .	νοσηλού
NOSEMA	bsb11762465	547	Gall . hoftelerie , logis .	νόσημα
NOSEMATI	bsb11762465	796	Kr	νοσήματι
NOSEMATODES	bsb11762465	828	Le	νοσηματῶδες
NOSEMATON	bsb11762465	796	Kr	νοσημάτων
NOSEMO	bsb11762465	1149	Sucht .	νόσημο
NOSERAN	bsb10314207	118	Bugesundt .	νοσεράν
NOSERON	bsb10314207	118	Bugesundt .	νοσηρόν
NOSEROS	bsb11762465	412	Es	νοσερῶς
NOSKEIN	bsb10314207	39	Vbersehen .	νώσκειν
NOSO	bsb11762465	794	Kranck .	νόσω
NOSOCOMEION	bsb11762465	1100	Siechenhaus .	νοσοκομεῖον
NOSODES	bsb10314207	118	Bugesundt .	νοσώδης
NOSOIS	bsb11762465	796	Kranck werden .	νόσοις
NOSOKOMEION	bsb11762465	1100	Siechenhaus .	νοσοκομεῖον
NOSON	bsb11762465	115	Arkneyen .	νόσον
NOSOPOIOS	bsb11762465	124	Auffrhürisch .	νοσοποιός
NOSOS	bsb11762465	412	Es	νόσος
NOSOU	bsb11762465	434	Fallende Seuche .	νόσου
NOSTODES	bsb11762465	795	Kr	νοστώδης
NOSU	bsb11762465	434	Fallende Seuche .	νόσου
NOTA	bsb11762465	316	Die flucht geben .	νώτα
NOTARTES	bsb10314207	20	Tråger .	νωτάρτης
NOTATE	bsb11762465	931	Frangens ferrum .	νοτάτη
NOTEMATI	bsb11762465	795	Kr	νοτήματι
NOTES	bsb11762465	983	Redekunst .	νότης
NOTH	bsb11762465	549	Gemåt .	νόθ
NOTHEGENES	bsb11762465	154	Banckart .	νοθεγενής
NOTHESIA	bsb11762465	815	ligkeit / gelahrtheit .	νοθεσία
NOTHO	bsb11762465	506	Fu	νόθω
NOTHOS	bsb11762465	154	Banckart .	νόθος
NOTHRON	bsb11762465	1149	Sucht .	νωθρόν
NOTHROS	bsb11762465	326	verstandes .	νωθρός
NOTHROTES	bsb11762465	819	schlefferigkeit .	νωθρότης
NOTIA	bsb11762465	453	Feuchtigkeit .	νοτία
NOTIN	bsb11762465	1066	Schulterblat .	νῶτιν
NOTIS	bsb11762465	453	Feuchtigkeit .	νοτὶς
NOTO	bsb11762465	1092	Seure .	νότο
NOTON	bsb10314207	248	Zurück .	νώτον
NOTOS	bsb11762465	1065	Schulter .	νῶτος
NOUS	bsb11762465	549	Gemåt .	νοῦς
NOZPLEX	bsb11762465	1141	Streich .	νωζπλήξ
NTROPALI	bsb11762465	1030	Schawen .	ντροπαλί
NUCA	bsb11762465	729	Ji	νύκα
NUCAS	bsb11762465	940	Ohu auffhören .	νύκας
NUCHIEIN	bsb11762465	933	Oberhand nemen .	νυχίειν
NUCHION	bsb11762465	833	Lenkmonat .	νυχίων
NUCLI	bsb11762465	521	Ga	νύκλι
NUCOFULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUCOFYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUCOPHULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUCOPHYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUCOS	bsb11762465	915	NachtvndTag .	νυκός
NUCTA	bsb11762465	57	Ab	νύκτα
NUCTALOPS	bsb11762465	237	Blingeler .	νυκτάλωψ
NUCTI	bsb11762465	729	Ji	νυκτὶ
NUCTIS	bsb11762465	174	Bey nachte .	νυκτὶς
NUCTO	bsb11762465	914	Nachteule / Kauk .	νυκτο
NUCTOGRA	bsb11762465	321	Dieren .	νυκτογρά
NUCTON	bsb10314207	244	Zu Mitternacht .	νυκτῶν
NUCTOS	bsb11762465	174	Bey nachte .	νύκτως
NUCZA	bsb11762465	729	Ji	νύκζα
NUEIN	bsb11762465	568	Gestrafft werden .	νύειν
NUGME	bsb11762465	1135	Stich .	νυγμὴ
NUGMOS	bsb11762465	1121	Stachel .	νυγμός
NUKA	bsb11762465	729	Ji	νύκα
NUKAS	bsb11762465	940	Ohu auffhören .	νύκας
NUKLI	bsb11762465	521	Ga	νύκλι
NUKOFULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUKOFYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUKOPHULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUKOPHYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NUKOS	bsb11762465	915	NachtvndTag .	νυκός
NUKTA	bsb11762465	57	Ab	νύκτα
NUKTALOPS	bsb11762465	237	Blingeler .	νυκτάλωψ
NUKTI	bsb11762465	729	Ji	νυκτὶ
NUKTIS	bsb11762465	174	Bey nachte .	νυκτὶς
NUKTO	bsb11762465	914	Nachteule / Kauk .	νυκτο
NUKTOGRA	bsb11762465	321	Dieren .	νυκτογρά
NUKTON	bsb10314207	244	Zu Mitternacht .	νυκτῶν
NUKTOS	bsb11762465	174	Bey nachte .	νύκτως
NUKZA	bsb11762465	729	Ji	νύκζα
NULA	bsb11762465	174	Bey nachte .	νύλα
NULION	bsb11762465	742	Jenner .	νυλίων
NUMFE	bsb11762465	257	Braut .	νύμφη
NUMFIOU	bsb11762465	260	Brdutgam .	νυμφίου
NUMFIU	bsb11762465	260	Brdutgam .	νυμφίου
NUMFON	bsb11762465	257	Brautbeth .	νυμφών
NUMFOSO	bsb11762465	260	Brautgamführer .	νυμφόσο
NUMFOSOLOS	bsb10314207	148	Item .	νυμφόςολος
NUMFOUTES	bsb10314207	148	Item .	νυμφουτής
NUMFUTES	bsb10314207	148	Item .	νυμφουτής
NUMPHE	bsb11762465	257	Braut .	νύμφη
NUMPHIOU	bsb11762465	260	Brdutgam .	νυμφίου
NUMPHIU	bsb11762465	260	Brdutgam .	νυμφίου
NUMPHON	bsb11762465	257	Brautbeth .	νυμφών
NUMPHOSO	bsb11762465	260	Brautgamführer .	νυμφόσο
NUMPHOSOLOS	bsb10314207	148	Item .	νυμφόςολος
NUMPHOUTES	bsb10314207	148	Item .	νυμφουτής
NUMPHUTES	bsb10314207	148	Item .	νυμφουτής
NUOS	bsb11762465	257	Braut .	νυός
NUPLEIN	bsb10314207	181	Werffen .	νύπλειν
NUPSOEIN	bsb11762465	391	fille	νυψόειν
NUSOS	bsb11762465	1008	Rů	νυσος
NYCA	bsb11762465	729	Ji	νύκα
NYCAS	bsb11762465	940	Ohu auffhören .	νύκας
NYCHIEIN	bsb11762465	933	Oberhand nemen .	νυχίειν
NYCHION	bsb11762465	833	Lenkmonat .	νυχίων
NYCLI	bsb11762465	521	Ga	νύκλι
NYCOFULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYCOFYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYCOPHULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYCOPHYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYCOS	bsb11762465	915	NachtvndTag .	νυκός
NYCTA	bsb11762465	57	Ab	νύκτα
NYCTALOPS	bsb11762465	237	Blingeler .	νυκτάλωψ
NYCTI	bsb11762465	729	Ji	νυκτὶ
NYCTIS	bsb11762465	174	Bey nachte .	νυκτὶς
NYCTO	bsb11762465	914	Nachteule / Kauk .	νυκτο
NYCTOGRA	bsb11762465	321	Dieren .	νυκτογρά
NYCTON	bsb10314207	244	Zu Mitternacht .	νυκτῶν
NYCTOS	bsb11762465	174	Bey nachte .	νύκτως
NYCZA	bsb11762465	729	Ji	νύκζα
NYEIN	bsb11762465	568	Gestrafft werden .	νύειν
NYGME	bsb11762465	1135	Stich .	νυγμὴ
NYGMOS	bsb11762465	1121	Stachel .	νυγμός
NYKA	bsb11762465	729	Ji	νύκα
NYKAS	bsb11762465	940	Ohu auffhören .	νύκας
NYKLI	bsb11762465	521	Ga	νύκλι
NYKOFULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYKOFYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYKOPHULAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYKOPHYLAX	bsb10314207	164	Wechter .	νυκοφύλαξ
NYKOS	bsb11762465	915	NachtvndTag .	νυκός
NYKTA	bsb11762465	57	Ab	νύκτα
NYKTALOPS	bsb11762465	237	Blingeler .	νυκτάλωψ
NYKTI	bsb11762465	729	Ji	νυκτὶ
NYKTIS	bsb11762465	174	Bey nachte .	νυκτὶς
NYKTO	bsb11762465	914	Nachteule / Kauk .	νυκτο
NYKTOGRA	bsb11762465	321	Dieren .	νυκτογρά
NYKTON	bsb10314207	244	Zu Mitternacht .	νυκτῶν
NYKTOS	bsb11762465	174	Bey nachte .	νύκτως
NYKZA	bsb11762465	729	Ji	νύκζα
NYLA	bsb11762465	174	Bey nachte .	νύλα
NYLION	bsb11762465	742	Jenner .	νυλίων
NYMFE	bsb11762465	257	Braut .	νύμφη
NYMFIOU	bsb11762465	260	Brdutgam .	νυμφίου
NYMFIU	bsb11762465	260	Brdutgam .	νυμφίου
NYMFON	bsb11762465	257	Brautbeth .	νυμφών
NYMFOSO	bsb11762465	260	Brautgamführer .	νυμφόσο
NYMFOSOLOS	bsb10314207	148	Item .	νυμφόςολος
NYMFOUTES	bsb10314207	148	Item .	νυμφουτής
NYMFUTES	bsb10314207	148	Item .	νυμφουτής
NYMPHE	bsb11762465	257	Braut .	νύμφη
NYMPHIOU	bsb11762465	260	Brdutgam .	νυμφίου
NYMPHIU	bsb11762465	260	Brdutgam .	νυμφίου
NYMPHON	bsb11762465	257	Brautbeth .	νυμφών
NYMPHOSO	bsb11762465	260	Brautgamführer .	νυμφόσο
NYMPHOSOLOS	bsb10314207	148	Item .	νυμφόςολος
NYMPHOUTES	bsb10314207	148	Item .	νυμφουτής
NYMPHUTES	bsb10314207	148	Item .	νυμφουτής
NYOS	bsb11762465	257	Braut .	νυός
NYPLEIN	bsb10314207	181	Werffen .	νύπλειν
NYPSOEIN	bsb11762465	391	fille	νυψόειν
NYSOS	bsb11762465	1008	Rů	νυσος
OASER	bsb11762465	321	des Gemüts .	ὥασερ
OASES	bsb11762465	82	Al	ώασες
OBOLOS	bsb10314207	209	Wucherer .	ὀβολος
OBOLOSATEIN	bsb10314207	210	Wuchern .	ὀβολοςατεῖν
OBOLOSTATES	bsb10314207	209	Wucherer .	ὀβολοςτάτης
OBRU	bsb11762465	543	Geleutert Gold .	ὀβρύ-
OBRUZON	bsb11762465	626	Gold .	ὄβρυζον
OBRY	bsb11762465	543	Geleutert Gold .	ὀβρύ-
OBRYZON	bsb11762465	626	Gold .	ὄβρυζον
OCCHE	bsb10314207	102	Vnterfah .	ὀκχὴ
OCCURIPTEIN	bsb10314207	224	Zertrennen .	όκκυρίπτειν
OCCYRIPTEIN	bsb10314207	224	Zertrennen .	όκκυρίπτειν
OCEFA	bsb11762465	322	greiffen .	ὠκεφα-
OCEN	bsb11762465	892	Mit nichte .	ὅκεν
OCEPHA	bsb11762465	322	greiffen .	ὠκεφα-
OCHA	bsb10314207	256	Ziv	ὄχα
OCHE	bsb11762465	705	Hodensack .	όχε-
OCHEIAEIN	bsb11762465	232	Bleich sein .	ὠχειάειν
OCHEIAS	bsb10314207	65	Ve	ὀχείας
OCHEION	bsb11762465	1148	Stut Hengst .	ὀχεῖον
OCHEIOTHAI	bsb11762465	436	Fahren .	ὀχέιοθαι
OCHEMA	bsb11762465	766	Karrn .	ὄχημα
OCHEMAS	bsb10314207	153	Wa	οχημας
OCHETH	bsb11762465	232	Blciche Farbe .	ὠχεθ
OCHETOUMAZA	bsb11762465	919	Nafelocher .	ὀχετούμαζα
OCHETUMAZA	bsb11762465	919	Nafelocher .	ὀχετούμαζα
OCHI	bsb11762465	189	Be	όχι
OCHLA	bsb11762465	817	La	όχλα-
OCHLEROS	bsb11762465	558	Gefchefftig .	ὀχληρὸς
OCHLES	bsb11762465	522	feyn .	ὄχλες
OCHLO	bsb11762465	548	Gemein Volck .	ὄχλο
OCHLOCOPIA	bsb11762465	122	Aufflauff	ὀχλοκοπία
OCHLOKOPIA	bsb11762465	122	Aufflauff	ὀχλοκοπία
OCHLON	bsb11762465	385	C. Labor , & labosudor	ὄχλον
OCHLOS	bsb10314207	141	Volck .	ὄχλος
OCHNA	bsb11762465	440	Fa	ὄχνα
OCHNE	bsb11762465	221	Birnbaum .	όχνη
OCHNOS	bsb11762465	973	Rad .	όχνος
OCHORA	bsb11762465	107	Apffel .	όχωρα
OCHOUTES	bsb11762465	1148	Stut Hengst .	ὀχούτὴς
OCHRAS	bsb11762465	232	Blciche Farbe .	ώχρας
OCHROS	bsb11762465	331	Do	ὠχρός
OCHTHE	bsb10314207	84	Vfer / Gcftadt .	ὄχθη
OCHTHONOU	bsb10314207	91	Vmbhawen .	όχθονου
OCHTHONU	bsb10314207	91	Vmbhawen .	όχθονου
OCHURAEIN	bsb10314207	56	Verhagen .	ὀχυράειν
OCHUROMAS	bsb11762465	1118	dinges .	ὀχύρωμας
OCHURON	bsb11762465	165	Befestigen .	ὀχυρόν
OCHUTES	bsb11762465	1148	Stut Hengst .	ὀχούτὴς
OCHYRAEIN	bsb10314207	56	Verhagen .	ὀχυράειν
OCHYROMAS	bsb11762465	1118	dinges .	ὀχύρωμας
OCHYRON	bsb11762465	165	Befestigen .	ὀχυρόν
OCIMBAZEIN	bsb11762465	805	tabhah	ὠκιμβάζειν
OCIOUROS	bsb11762465	793	Krafft .	όκιουρὸς
OCISMOS	bsb11762465	1048	Schlag .	ὠκισμός
OCIUROS	bsb11762465	793	Krafft .	όκιουρὸς
OCKURIPTEIN	bsb10314207	224	Zertrennen .	όκκυρίπτειν
OCKYRIPTEIN	bsb10314207	224	Zertrennen .	όκκυρίπτειν
OCLEAS	bsb11762465	938	Offenbar werden .	όκλεας
OCNEFI	bsb11762465	441	feyn .	ὀκνέφι
OCNEPHI	bsb11762465	441	feyn .	ὀκνέφι
OCNERON	bsb11762465	441	werden .	ὀκνηρὸν
OCNEROS	bsb11762465	439	Fa	ὀκνηρὸς
OCNES	bsb10314207	145	Von jugendt auff .	όκνές
OCNOS	bsb11762465	126	Auffschub .	ὀκνός
OCODES	bsb11762465	1077	Schwülstig .	ὀκώδης
OCOU	bsb11762465	147	Aussischen .	όκου-
OCRATOS	bsb11762465	817	Landeſtraß .	όκρατος
OCRIS	bsb11762465	995	Reuhe .	ὀκρὶς
OCRUPIEN	bsb10314207	56	Verhålen .	οκρύπιεν
OCRYPIEN	bsb10314207	56	Verhålen .	οκρύπιεν
OCSIAZEIN	bsb11762465	974	Rasen / Wüten .	ὠκσιάζειν
OCTENEIA	bsb11762465	172	Digkeit .	ὀκτένεια
OCTIMAEPAS	bsb11762465	1036	Sch	ὀκτιμάεπας
OCTOPES	bsb11762465	1077	Scorpion .	ὀκτώπες
OCTOPLAGEIS	bsb11762465	405	Erschrecket ..	ὀκτοπλαγείς
OCTOXEIOS	bsb10314207	175	Weinmon .	ὀκτόξειος
OCUPTERA	bsb11762465	444	Schweng Federn .	ὠκύπτερα
OCYPTERA	bsb11762465	444	Schweng Federn .	ὠκύπτερα
ODAI	bsb10314207	69	Versch .	ὠδαὶ
ODBIS	bsb11762465	399	Omnium rerum inops .	ὁδβίς
ODEES	bsb11762465	399	Omnium rerum inops .	ὠδεὴς
ODELISIO	bsb11762465	256	Bratspich .	όδελίσιο
ODEN	bsb10314207	164	Weg machen .	ὀδεν
ODENAS	bsb11762465	877	Meffer weken .	ὀδένας
ODES	bsb10314207	216	Zanloß .	όδες
ODETAS	bsb11762465	536	Gehen .	ὁδέτας
ODIETES	bsb11762465	787	ger .	οδιήτης
ODINEIN	bsb11762465	749	gen stecken .	ὠδινειν
ODITES	bsb10314207	157	Wanderer .	ὁδίτης
ODOEIN	bsb11762465	832	Leiten .	ὁδόειν
ODOEROS	bsb10314207	22	Trawrig .	ὀδωηρός
ODOIDOCOS	bsb11762465	898	Morder .	ὁδοιδόκος
ODOIDOKOS	bsb11762465	898	Morder .	ὁδοιδόκος
ODOIPORI	bsb11762465	199	Ee	όδοιπορι
ODOIPORIA	bsb10314207	157	Wanderung .	ὁδοιπορία
ODOIPORO	bsb11762465	534	Gefengnif .	οδοίπορο
ODON	bsb10314207	157	Wandeln .	ὁδὸν
ODONTA	bsb11762465	877	Meffer weken .	ὀδόντα
ODONTON	bsb11762465	827	Leffk .	ὀδόντων
ODOS	bsb10314207	164	Weg .	ὁδός
ODUEIN	bsb11762465	502	Su	ὁδύειν
ODUMION	bsb11762465	1047	Parere fomnum mero .	ὠδυμίων
ODUNAS	bsb11762465	320	machen .	ὁδύνας
ODUNE	bsb11762465	211	Be	ὀδύνη
ODUNEN	bsb11762465	321	rumb ernewren ..	ὀδύνην
ODUREAZ	bsb10314207	174	We	ὀδύρεαζ
ODUREPAI	bsb11762465	779	Item .	ὀδύρεπαι
ODURESTHAI	bsb11762465	864	Ma	ὀδύρεσθαι
ODURESTHZ	bsb11762465	779	Item .	ὀδύρεσθζ
ODURME	bsb11762465	64	Ab	ὀδυρμέ
ODYEIN	bsb11762465	502	Su	ὁδύειν
ODYMION	bsb11762465	1047	Parere fomnum mero .	ὠδυμίων
ODYNAS	bsb11762465	320	machen .	ὁδύνας
ODYNE	bsb11762465	211	Be	ὀδύνη
ODYNEN	bsb11762465	321	rumb ernewren ..	ὀδύνην
