form	volume	scan	headword_ocr	printed
badidſahabh	bsb10314207	56	Vergülden .	badidſahabh
baerebh	bsb11762465	56	bendmal .	baerebh
baereblr	bsb11762465	57	Ab	baereblr
bafar	bsb11762465	242	Blutfreunde .	bafar
bafchichanah	bsb11762465	688	Hewr .	bafchichanah
bahah	bsb11762465	827	Item .	bahah
bahal	bsb11762465	178	Bekümmern .	bahal
bahar	bsb10314207	143	Vo	bahar
bahir	bsb11762465	781	Klar .	bahir
bahtr	bsb11762465	577	Glank / Schein .	bahtr
baiiom	bsb11762465	88	Am dritten tage .	baiiom
baiit	bsb11762465	534	Gefengnif .	baiit
baiith	bsb11762465	172	Behaufung .	baiith
bailler	bsb11762465	140	Au	bailler
baiom	bsb11762465	89	Gerichte .	baiom
baiouah	bsb10314207	78	haben .	baiouah
baith	bsb11762465	663	Hauß	baith
baka	bsb11762465	62	Ab .	baka
bakak	bsb11762465	827	Item .	bakak
bakar	bsb10314207	84	Vich .	bakar
bakkafchah	bsb11762465	390	Erforschung .	bakkafchah
bakkarah	bsb11762465	390	Erforschung .	bakkarah
bala	bsb10314207	71	Verschlucken .	bala
balah	bsb10314207	42	Veralten .	balah
balam	bsb10314207	92	Vmbschliessen .	balam
baleh	bsb11762465	86	Alter man .	baleh
balier	bsb11762465	63	ab	Balier
balim	bsb10314207	203	Wolcke .	balim
ballailah	bsb11762465	174	Bey nachte .	ballailah
ballat	bsb11762465	668	Aduerbialiter .	ballat
balmuth	bsb11762465	654	Hammer .	balmuth
balnearium	bsb11762465	150	Badstub .	balnearium
balohebh	bsb11762465	272	Buler .	balohebh
bamma	bsb11762465	294	fupp .	bamma
bana	bsb11762465	1122	Stadt bawen .	bana
banaeth	bsb11762465	367	Ein Hauß bawen .	banaeth
banah	bsb11762465	158	Bawen .	banah
banim	bsb11762465	775	Kinder .	banim
banniſement	bsb11762465	69	Acht .	banniſement
banquet	bsb10314207	218	Zech .	banquet
bara	bsb11762465	1062	Schopffen .	bara
barach	bsb11762465	316	Die flucht geben .	barach
barack	bsb11762465	62	Ab .	barack
barad	bsb11762465	651	Hagel .	barad
barah	bsb11762465	136	Auserwehlen .	barah
barak	bsb11762465	237	Blik .	barak
barar	bsb11762465	136	Auserwehlen .	barar
barba	bsb11762465	157	Ba	barba
barbicarius	bsb11762465	1082	Seidensticker .	barbicarius
bare	bsb11762465	169	Be	bare
bari	bsb11762465	313	Dick .	bari
bariach	bsb11762465	634	Grindel / Riegel .	bariach
barur	bsb11762465	136	Auserkoren .	barur
bata	bsb11762465	540	Ge	bata
batach	bsb10314207	78	Vertrawen .	batach
batal	bsb11762465	904	Mu	batal
batel	bsb11762465	903	Müssig .	batel
batfa	bsb11762465	573	Gewinnen .	batfa
batfal	bsb10314207	257	Zwiebel .	batfal
batfir	bsb11762465	680	Herbst .	batfir
bath	bsb10314207	14	Tochter .	bath
bathak	bsb10314207	222	Be	bathak
batlan	bsb11762465	903	Müssig .	batlan
batlantum	bsb11762465	373	Eitel / leichtfertig .	batlan.tum
batuach	bsb11762465	1094	Sicher .	batuach
baudrier	bsb11762465	1002	Rittergürtel .	baudrier
baſſephinah	bsb11762465	118	Au	baſſephinah
bbach	bsb11762465	403	Ernehren .	bbach
bbed	bsb10314207	23	Treschen .	bbed
bber	bsb11762465	1014	Sagen / reden .	bber
bberah	bsb11762465	1071	Sch	bberah
bboth	bsb11762465	154	Bandt .	bboth
beale	bsb11762465	273	Bundgenossen .	beale
bealim	bsb11762465	61	Götter .	bealim
bearah	bsb11762465	384	Enhåndung .	bearah
beatus	bsb11762465	1087	Selig	Beatus
beaucoup	bsb11762465	280	Capittelhauf .	beaucoup
bebatith	bsb11762465	751	Jus Haus gehen .	bebatith
bebeth	bsb11762465	751	In	bebeth
bebherur	bsb11762465	135	Ausdrücklich .	bebherur
bebitur	bsb11762465	135	Ausdrücklich .	bebitur
bech	bsb11762465	490	Frewd anzeigen .	bech
bechabod	bsb11762465	393	Honorifice fepultus eſt .	bechabod
becherch	bsb11762465	668	Aduerbialiter .	becherch
becheribh	bsb11762465	340	Dürr machen .	becheribh
becherifch	bsb10314207	6	Taubheit .	becherifch
bechoch	bsb11762465	785	Klüglich .	bechoch-
bechochma	bsb10314207	177	Weißlich .	bechochma
becol	bsb11762465	78	Allenthalben .	becol
becolet	bsb11762465	1133	St	becolet
becoli	bsb10314207	4	Täglich .	becoli
bedaath	bsb11762465	137	Au	bedaath
bedilah	bsb11762465	1024	Scheidung .	bedilah
bedorenu	bsb10314207	254	Zu 1	bedorenu
bedſeh	bsb11762465	369	tereinander .	bedſeh
beebha	bsb11762465	136	Auß fcindschafft .	beebha
beefir	bsb11762465	1000	Kingern .	beefir
beemath	bsb11762465	463	1 Fürwar .	beemath
beemeth	bsb10314207	158	Warhafftiglich .	beemeth
beenai	bsb11762465	411	Es gefelt mir .	beenai
beene	bsb11762465	748	genwertng .	beene
beer	bsb11762465	139	Auflegen .	beer
beeth	bsb10314207	254	Zu 1	beeth
befcare	bsb11762465	1115	Speisen .	befcare
befferung	bsb10314207	236	Zuchtigung .	Befferung
befinah	bsb11762465	136	Auß fcindschafft .	befinah
beforah	bsb11762465	253	Botschafft .	beforah
befudlen	bsb10314207	79	Verunreinigen .	Befudlen
beged	bsb11762465	179	Ve	beged
behemah	bsb10314207	84	Vich .	behemah
behemoth	bsb10314207	11	Thier .	behemoth
behyllal	bsb11762465	704	Hochwirdig .	behyllal
beiroth	bsb10314207	11	Thier .	beiroth
beitto	bsb10314207	220	Zeitlich .	beitto
bekadruth	bsb11762465	341	Düfterlich .	bekadruth
bekar	bsb11762465	763	Kalb .	bekar
beketcher	bsb11762465	244	Bogen spannen .	beketcher
beli	bsb11762465	85	Item :	beli
belia	bsb11762465	248	Bofwicht / bube .	belia
belial	bsb10314207	126	Vnnüşer Mensch .	belial
beliial	bsb11762465	268	Bub / Lecker .	beliial
belil	bsb11762465	508	Futter .	belil
bellica	bsb11762465	665	Heer / Kriegesheer .	bellica
belux	bsb10314207	193	Wilde thier .	belux
bemirmah	bsb11762465	846	Liſtiglich .	bemirmah
bene	bsb11762465	77	Alle Menschen .	bene
beneficiorum	bsb11762465	289	Danck .	beneficiorum
bens	bsb11762465	999	Richter .	bens
beodenni	bsb10314207	167	We	beodenni
bepheta	bsb11762465	152	Bald .	bepheta
berabha	bsb11762465	983	Re	berabha
berachah	bsb11762465	509	Gabe .	berachah
beratſon	bsb10314207	4	Tamarisch staude .	beratſon
bere	bsb11762465	105	Item :	bere
bereb	bsb11762465	516	Gar offt .	bereb
berech	bsb11762465	786	Knie .	berech
berecha	bsb11762465	250	Bo	berecha
berefchit	bsb11762465	98	Anfenglich .	berefchit
berent	bsb11762465	324	Difch .	berent
beriah	bsb11762465	560	Gefchöpff .	beriah
beriali	bsb11762465	98	Anfang der Welt .	beriali
berith	bsb10314207	43	Verbundtnuß .	berith
bermim	bsb11762465	781	Kleid .	bermim
berofch	bsb11762465	270	Buchsbawm .	berofch
beromin	bsb11762465	179	Ve	beromin
bert	bsb11762465	826	Ledig .	bert
berubtein	bsb10314207	21	Trawren .	Berubtein
beta	bsb11762465	538	Geik .	beta
betech	bsb11762465	708	Hoffnung .	betech
beten	bsb11762465	157	Bauch .	beten
beter	bsb11762465	626	Gold .	beter
betfa	bsb11762465	573	Gewinn .	betfa
betfeth	bsb11762465	497	Fr	betfeth
beth	bsb11762465	150	Badstub .	beth
betham	bsb11762465	138	Au	betham
bethléchem	bsb11762465	209	Bethlchem .	bethléchem
bethulah	bsb11762465	758	Jungfrauw .	bethulah
bethulim	bsb11762465	760	Jungfrawschafft .	bethulim
bett	bsb10314207	100	Vnderbett .	Bett
beuru	bsb11762465	1145	Stunde .	beuru
beſch	bsb10314207	105	Unterwerffen .	beſch
beſchachar	bsb11762465	497	Fr	beſchachar
beſtuæ	bsb10314207	193	Wilde thier .	beſtuæ
bfque	bsb11762465	379	Enderung .	bfque
bhaats	bsb11762465	632	Gr	bhaats
bhah	bsb10314207	122	Vngunst .	bhah
bhai	bsb11762465	1152	Silf .	bhai
bhal	bsb11762465	136	Auffallen .	bhal
bhala	bsb11762465	168	Begierligkeit .	bhala
bhar	bsb11762465	1040	Schiffen .	bhar
bhchair	bsb11762465	688	Hew .	bhchair
bhed	bsb11762465	350	Gloria .	bhed
bhet	bsb11762465	1012	Xu	bhet
bheth	bsb10314207	65	Ve	bheth
bhimach	bsb11762465	882	Mischung .	bhimach
bhir	bsb11762465	1126	Starck .	bhir
bhorah	bsb11762465	743	Imme / Biene .	bhorah
bhri	bsb11762465	756	Jüde .	bhri
bhth	bsb11762465	561	Geschwulst .	bhth
biar	bsb11762465	107	An	biar
bibbith	bsb11762465	126	Auffsehen .	bibbith
bible	bsb11762465	219	Bibel .	bible
biche	bsb11762465	693	Hinde .	biche
bidens	bsb11762465	766	Karst .	Bidens
biei	bsb11762465	801	Krek / Reudigkeit .	biei
bier	bsb11762465	259	Brennen .	bier
biet	bsb11762465	66	Abschrecken .	biet
bieth	bsb11762465	405	Er	bieth
biffer	bsb11762465	382	En	biffer
biftaf	bsb10314207	267	Im Winter .	biftaf
bigrah	bsb11762465	334	Dromedari .	bigrah
bikah	bsb11762465	344	Ebenfeldt .	bikah
bikka	bsb11762465	711	Ho	bikka
biktfarah	bsb11762465	811	Kürklich	biktfarah
bilis	bsb11762465	178	Bekandt .	bilis
bilitas	bsb11762465	205	Bestendigkeit .	bilitas
billah	bsb11762465	486	Freffen .	billah
bilti	bsb11762465	921	Nein .	bilti
biluah	bsb10314207	249	Zusammen fågen .	biluah
bilum	bsb10314207	203	Wolcke .	bilum
bilſchon	bsb11762465	820	Latcinisch reden .	bilſchon
bimah	bsb11762465	280	Cameel .	bimah
bimerah	bsb11762465	1057	Sch	bimerah
bina	bsb10314207	75	Aftligere lapidum imbri .	bina
bindabhah	bsb10314207	196	Williglich	bindabhah
binurim	bsb11762465	747	२३ nen tagen .	binurim
bipalium	bsb11762465	766	Karst .	Bipalium
birah	bsb11762465	172	Behaufung .	birah
birbah	bsb10314207	63	Vermehren .	birbah
birhallel	bsb11762465	998	Item .	birhallel
bischfchel	bsb11762465	1100	Sieden .	bischfchel
bisher	bsb11762465	103	Anråren .	bisher
bitch	bsb11762465	1120	Sp	bitch
bitcha	bsb11762465	708	Hoffnung .	bitcha
bithbhunah	bsb11762465	785	Klüglich .	bithbhunah
bithochu	bsb10314207	177	Weißlich .	bithochu
bits	bsb10314207	103	Vnterfpreiten .	bits
bitta	bsb10314207	243	Bu	bitta
bitte	bsb11762465	1014	Sagen / reden .	bitte
bitten	bsb10314207	239	Zu fuß fallen .	bitten
bitter	bsb11762465	145	Aufsſpenden .	bitter
bitumen	bsb11762465	757	Jüdenleim .	Bitumen
bium	bsb11762465	420	Es	bium
blancheur	bsb10314207	177	Weisse .	blancheur
blatt	bsb11762465	1020	Schab .	blatt
blax	bsb11762465	784	Klok .	blax
blaſme	bsb11762465	75	Affterredung .	blaſme
blirah	bsb10314207	232	Zorn .	blirah
boda	bsb11762465	318	feit .	boda
bofch	bsb11762465	195	Be	bofch
bofchah	bsb11762465	1025	Scham / Zucht .	bofchah
bofcheh	bsb10314207	106	Vnehr .	bofcheh
bofcheth	bsb11762465	1025	Scham / Zucht .	bofcheth
bofem	bsb11762465	575	Gewürk .	bofem
bohen	bsb11762465	297	Daum .	bohen
bohu	bsb11762465	936	Dede .	bohu
boire	bsb10314207	218	Bechgesell .	boire
bois	bsb11762465	270	Buchsbawm .	Bois
boker	bsb10314207	85	Vichhirt .	boker
boles	bsb11762465	775	Kinder .	boles
bombarda	bsb11762465	274	ſcheuft .	bombarda
bombo	bsb11762465	274	ſcheuft .	bombo
bombyx	bsb11762465	1081	Seiden .	bombyx
bona	bsb11762465	648	Guter ding / frolich .	bona
bonchacham	bsb10314207	75	Verstehen .	bonchacham
boneh	bsb11762465	158	Bawmeister .	boneh
bonnet	bsb11762465	223	Bireth .	bonnet
borare	bsb11762465	573	Ge	borare
borc	bsb11762465	1062	Schopffer .	borc
bore	bsb11762465	1010	Ruhe / Ruge .	bore
boriofus	bsb11762465	1069	Schwer .	boriofus
boris	bsb11762465	660	Haselstaude .	boris
borreur	bsb11762465	65	Abschewen haben .	borreur
bosch	bsb11762465	1022	Sch	bosch
both	bsb11762465	839	Lideren Sack .	both
bouc	bsb11762465	243	Bork .	bouc
boucler	bsb11762465	258	ren .	boucler
bouffle	bsb11762465	272	Büffel .	Bouffle
boule	bsb11762465	808	Kugel .	boule
boulengier	bsb11762465	162	Becker .	boulengier
bourer	bsb11762465	71	Ackern / Pflügen .	bourer
bracatebre	bsb11762465	266	Br	bracatebre
bracha	bsb11762465	268	Brunk verhalten .	bracha
bractea	bsb11762465	235	Blech .	Bractea
branche	bsb11762465	115	Aft / Zweig .	branche
brare	bsb10314207	150	Wachen .	brare
bras	bsb11762465	110	Arm am Leibe .	bras
bratiffimæ	bsb11762465	190	Verumpt .	bratiffimæ
breite	bsb11762465	1068	Schussel .	breite
bricanda	bsb10314207	228	Zimmerman .	bricanda
bricoſe	bsb11762465	341	Düfterlich .	bricoſe
brigand	bsb11762465	898	Morder .	brigand
bringen	bsb10314207	249	Zusaminen halten .	bringen
bros	bsb11762465	270	Buchtrucken .	bros
brouillard	bsb11762465	919	Nebel .	brouillard
brouster	bsb11762465	68	Abweiden .	brouster
brouuee	bsb11762465	919	Nebel .	brouuee
bruchus	bsb10314207	213	Wurım .	bruchus
bruit	bsb11762465	1025	Schall / laut .	bruit
brum	bsb10314207	8	Tempel .	brum
brume	bsb10314207	267	Im Winter .	brume
brunette	bsb10314207	218	Zech .	brunette
bruta	bsb10314207	193	Wilde thier .	bruta
buah	bsb11762465	561	Geschwer )	buah
bubalus	bsb11762465	272	Büffel .	Bubalus
bubfequa	bsb11762465	814	ber .	bubfequa
bubulcus	bsb10314207	85	Vichhirt .	bubulcus
bubulo	bsb11762465	278	Butter .	bubulo
bucca	bsb10314207	230	Zinn .	bucca
bucula	bsb11762465	762	Junge Kuh .	bucula
bugler	bsb11762465	245	Blocken .	bugler
bulum	bsb11762465	925	Ni	bulum
bumah	bsb11762465	968	Predigstul / Cankel .	bumah
bunculus	bsb11762465	280	Carfunckelstein .	bunculus
bunt	bsb10314207	170	Weyrauch .	bunt
buri	bsb11762465	170	Begraben werden .	buri
buts	bsb11762465	1148	wadt .	buts
caabh	bsb11762465	179	Bekümmert seyn .	caabh
caafcher	bsb10314207	190	Item .	caafcher
caah	bsb11762465	211	Betrübt seyn .	caah
caaſcher	bsb11762465	82	Al	caaſcher
cabal	bsb11762465	662	Hauff Volcks .	cabal
cabbir	bsb11762465	641	Grofmutig .	cabbir
cabh	bsb10314207	191	Wieg / Kindtswing .	cabh
cabhad	bsb10314207	65	Vermüglich .	cabhad
cabhar	bsb11762465	637	Groffer werden .	cabhar
cabhed	bsb11762465	989	Reich Reich seyn .	cabhed
cabhir	bsb11762465	1126	Starck .	cabhir
cabhod	bsb11762465	73	Adelkeit .	cabhod
cabled	bsb10314207	85	Viel .	cabled
cabo	bsb11762465	345	Stamm .	cabo
caboth	bsb11762465	350	Ehr .	caboth
cacabus	bsb11762465	772	Keffel .	cacabus
cachach	bsb10314207	62	Ve	cachach
cachad	bsb10314207	43	Ve	cachad
cachal	bsb11762465	106	An	cachal
cachali	bsb11762465	436	Fa	cachali
cachinnus	bsb11762465	814	Lachend .	cachinnus
cadauera	bsb11762465	662	verbrennen .	cadauera
cadere	bsb11762465	167	Begeben .	cadere
cadfabh	bsb11762465	844	Liegen / dichten .	cadfabh
cadunt	bsb10314207	3	Tachrinnen .	cadunt
cafah	bsb11762465	162	Bedecken .	cafah
cafaph	bsb11762465	546	Gelüften / Begeren .	cafaph
cafas	bsb10314207	105	Vnterzelen .	cafas
cafch	bsb11762465	259	Breit .	cafch-
cafchafch	bsb11762465	661	hauffen bringen .	cafchafch
cafchal	bsb11762465	105	Anstoffen	cafchal
cafchaph	bsb11762465	200	Beschwerung .	cafchaph
cafe	bsb10314207	100	lieben .	cafe
caffah	bsb10314207	253	Zu Stuel gehen .	caffah
caffida	bsb11762465	679	Helm .	caffida
caftella	bsb11762465	249	Vo	caftella
caftimonia	bsb11762465	773	Keuschheit .	caftimonia
cafui	bsb11762465	668	Heimlich .	cafui
cahal	bsb11762465	661	hauffen bringen .	cahal
cala	bsb11762465	219	Bi	cala
calah	bsb10314207	54	De	calah
calat	bsb11762465	661	hauffen bringen .	calat
calcaneum	bsb11762465	451	Fersen .	calcaneum
calice	bsb11762465	774	Ketch .	calice
calil	bsb11762465	977	C.Fumus , capnos.achan S	calil
callah	bsb11762465	257	Braut .	callah
calon	bsb10314207	106	Vnehr .	calon
calua	bsb11762465	763	Kal .	calua-
caluities	bsb11762465	764	Kalheit / Kalkopff .	Caluities
caluitium	bsb11762465	764	Kalheit / Kalkopff .	caluitium
calumnia	bsb11762465	1052	Sch	calumnia
caluus	bsb11762465	763	Kal .	Caluus
camah	bsb11762465	167	Begeren .	camah
caman	bsb10314207	43	Ve	caman
camar	bsb11762465	950	Pfaff	camar
camentarius	bsb11762465	108	Apotecker .	camentarius
caminus	bsb11762465	937	Ofen .	caminus
canaph	bsb11762465	250	Bo	canaph
canapher	bsb11762465	443	Feder .	canapher
canas	bsb10314207	249	Zusaminen halten .	canas
candela	bsb11762465	838	Liecht .	Candela
candor	bsb11762465	1032	Schein .	candor
caneus	bsb11762465	451	Fersen .	caneus
cantare	bsb11762465	1084	acht haben .	cantare
canticu	bsb11762465	844	Liedt .	canticu
cantio	bsb11762465	844	Liedt .	cantio
cantur	bsb11762465	1148	wadt .	cantur
capere	bsb11762465	437	Faffen .	capere
caph	bsb11762465	508	Fussole .	caph
caphaph	bsb11762465	245	Bo	caphaph
caphar	bsb10314207	66	Verpichen .	caphar
caphuph	bsb11762465	807	Krum .	caphuph
capillos	bsb11762465	469	Flechten .	capillos
capillus	bsb11762465	659	Haarig .	capillus
capitale	bsb11762465	663	Hauptstadt .	capitale
capitis	bsb11762465	250	Item Gürtel .	capitis
capitum	bsb10314207	217	Zaum .	capitum
cappalim	bsb10314207	203	Wolcke .	cappalim
capr	bsb11762465	984	Rehebocklein .	Capr
capreoli	bsb11762465	984	Rehebocklein .	Capreoli
captum	bsb11762465	918	Närrisch seyn .	captum
capulum	bsb11762465	655	Handhaben .	capulum
capus	bsb10314207	21	gange Traube .	capus
caput	bsb10314207	103	Vn	caput
cara	bsb11762465	628	Graben .	cara
carah	bsb11762465	138	Aufholen .	carah
carath	bsb11762465	664	Hawen .	carath
carbonis	bsb11762465	280	Carfunckelstein .	carbonis
carcos	bsb11762465	1013	Saffran .	carcos
care	bsb11762465	134	digen .	care
careia	bsb11762465	62	Abkauffen .	careia
carere	bsb11762465	861	Mangelen .	carere
carica	bsb10314207	126	Vnnüşer Mensch .	Carica
carium	bsb11762465	105	Item :	carium
carmen	bsb11762465	970	Pfalm .	carmen
carnifex	bsb11762465	898	Morder .	carnifex
caron	bsb11762465	486	Fr	caron
carpere	bsb11762465	1034	Schelten .	carpere
casaph	bsb11762465	167	Begeren .	casaph
cash	bsb10314207	43	Ve	cash
catab	bsb11762465	64	Abmalen .	catab
catabh	bsb11762465	126	Au	catabh
catach	bsb11762465	1068	Schütteln .	catach
cataph	bsb11762465	168	Begierlich sein .	cataph
catapulta	bsb11762465	110	Armbrust .	catapulta
catastrophe	bsb11762465	378	Endt .	catastrophe
catenascha	bsb11762465	533	Gefangen nemen .	catenas.cha-
catfats	bsb11762465	664	Hawen .	catfats
cathabh	bsb11762465	144	schreiben .	cathabh
cathach	bsb10314207	223	Zerstoffen .	cathach
catham	bsb11762465	106	Anzeichnen .	catham
catharatar	bsb10314207	90	Vmbgang .	catharatar
cathedra	bsb11762465	1145	Stuel .	cathedra
catheph	bsb11762465	1065	Schulter .	catheph
catrix	bsb10314207	217	Zauberin .	catrix
cauahatlar	bsb11762465	661	hauffen bringen .	cauahatlar
cauare	bsb11762465	628	Ausgraben .	cauare
cauca	bsb10314207	141	Vogelbawr .	Cauca
caufa	bsb11762465	293	Darumb . D	caufa
caufidicus	bsb11762465	984	Redener .	caufidicus
caufis	bsb11762465	293	Darumb . D	caufis
cautes	bsb11762465	449	Felf .	cautes
caſſis	bsb11762465	679	Helm .	Caſſis
caſſus	bsb11762465	237	Cuius oculi lucis egent .	caſſus
cben	bsb11762465	345	Edelgestein .	cben
cbhch	bsb10314207	195	Will .	cbhch
cealin	bsb11762465	515	bey nahe .	cealin
cebel	bsb11762465	508	Fu	cebel
cechah	bsb10314207	236	Zuchtigung .	cechah
cedens	bsb11762465	659	Hartneckig .	cedens
cedere	bsb11762465	236	Bleiben .	cedere
cedro	bsb11762465	281	chartanotetur .	Cedro
cefactum	bsb11762465	778	ftein .	cefactum
cefeph	bsb11762465	543	Geleutert Silber .	Cefeph
ceffe	bsb11762465	64	Ablassung .	ceffe
ceffer	bsb11762465	63	Ablaffen .	ceffer
cefil	bsb10314207	108	Vnfürscher .	cefil
cehah	bsb11762465	336	Dunckel .	cehah
celeb	bsb11762465	910	nakal .	celeb
celebh	bsb11762465	369	Ei	celebh
celebris	bsb11762465	704	Hochwirdig .	celebris
celes	bsb11762465	565	Cic . Ludibrium Gefpött , ludificatio .	celes
celi	bsb11762465	179	Ve	celi
celim	bsb11762465	664	gereth .	celim
celimah	bsb10314207	106	Vnehr .	celimah
cenaan	bsb11762465	757	Judisch lande .	Cenaan
cenah	bsb11762465	549	Be	cenah
cendre	bsb11762465	115	Aft	cendre
ceph	bsb11762465	449	Felf .	ceph
cephefch	bsb11762465	507	Banck .	cephefch
cephir	bsb11762465	852	Lowe .	cephir
cephor	bsb11762465	990	Reiff .	cephor
cephora	bsb11762465	162	Becken .	cephora-
cercorel	bsb11762465	589	Glocklein .	cercorel-
cere	bsb11762465	546	Gelüften / Begeren .	cere
ceres	bsb11762465	157	Bauch .	ceres
cerf	bsb11762465	696	Hirsch .	cerf
ceri	bsb11762465	315	Die Ehe trennen .	ceri-
certiorem	bsb10314207	254	Zu wiſſen thun .	certiorem
certius	bsb11762465	938	Of	certius
certo	bsb11762465	463	Fårwar sagen .	certo
ceruoise	bsb11762465	220	Bier .	ceruoise
cethoneth	bsb11762465	403	Ermelrock .	cethoneth
ceſſfer	bsb11762465	63	Ablaffen .	ceſſfer
cfcheh	bsb11762465	941	Opffer .	cfcheh
cffchil	bsb11762465	148	Are	cffchil
cfunda	bsb11762465	1050	Sch	C.Funda
chaabh	bsb10314207	48	Verdorren .	chaabh
chaah	bsb10314207	78	Vertrawen .	chaah
chaak	bsb11762465	546	Gelüften / Begeren .	chaak
chaal	bsb11762465	386	Erbitten .	chaal
chaar	bsb11762465	64	Item .	chaar
chababb	bsb11762465	842	Li	chababb
chabah	bsb10314207	44	Verborgen sein .	chabah
chabath	bsb11762465	904	Mu	chabath
chabbatchath	bsb11762465	764	Kalheit / Kalkopff .	chabbatchath
chabber	bsb11762465	278	Burschgesell .	chabber
chabburah	bsb11762465	1048	Schlag .	chabburah
chaberim	bsb11762465	561	Gesellen .	chaberim
chabh	bsb11762465	436	Fahren .	chabh
chabha	bsb10314207	43	Ve	chabha
chabhad	bsb11762465	1048	Schlagen .	chabhad
chabhat	bsb11762465	1004	Ro	chabhat-
chabhatah	bsb11762465	475	Fliegen .	chabhatah
chabhataphas	bsb11762465	435	Fangen .	chabhataphas
chabhatch	bsb11762465	223	Binden .	chabhatch
chabhath	bsb11762465	63	Ablaffen .	chabhath
chabhaſch	bsb10314207	249	Zusammen binden	chabhaſch
chabho	bsb11762465	644	wilden Thier .	chabho
chabhurah	bsb11762465	561	Geschwulst .	chabhurah
chabu	bsb11762465	529	Ge	chabu
chaburah	bsb11762465	1076	Schwulft .	chaburah
chacachi	bsb11762465	419	Es	chacachi
chach	bsb11762465	99	Angel . Fischhamel .	chach
chachabh	bsb11762465	69	Achten .	chachabh
chachabha	bsb10314207	221	Zehlen .	chachabha
chachacha	bsb10314207	54	Vergessen .	chachacha
chachahal	bsb11762465	502	Su	chachahal
chachak	bsb11762465	167	Begeren .	chachak
chachal	bsb11762465	379	Engel .	chachal
chacham	bsb10314207	75	Verstendig .	chacham
chachamad	bsb11762465	140	Ausleschen .	chachamad
chachar	bsb10314207	142	trincken .	chachar
chacharaph	bsb11762465	1049	Schlang / Edechs .	chacharaph
chachim	bsb11762465	773	Ke	chachim
chachubh	bsb11762465	190	Verumpt .	chachubh
chachuch	bsb11762465	336	Dunckel .	chachuch
chadad	bsb10314207	47	Clades .	chadad
chadah	bsb11762465	390	Erfrewet werden .	chadah
chadak	bsb11762465	174	halten .	chadak
chadakamats	bsb11762465	1132	Starck sein .	chadakamats
chadal	bsb11762465	63	Ablaffen .	chadal
chadfah	bsb11762465	1030	Schawen .	chadfah
chadfak	bsb11762465	653	Halten .	chadfak
chadfids	bsb10314207	203	Wolcke .	chadfids
chadfir	bsb10314207	192	Schwein .	chadfir
chadfirim	bsb11762465	1019	Sawhirt .	chadfirim
chadfon	bsb11762465	644	Grund legen .	chadfon
chadiah	bsb11762465	1081	Schen .	chadiah
chadir	bsb11762465	1073	Schwein .	chadir
chads	bsb11762465	171	Be	chads
